user_id,item_id,interaction
UHJIDWXTNRDWUGFTPLTOENZBLE,75596c12-ae52-5782-a859-97702d2d2b02,1
UHJIDWXTNRDWUGFTPLTOENZBLE,0c4b74a6-a40a-5f82-8b84-fe4b315b0ea5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,75596c12-ae52-5782-a859-97702d2d2b02,1
UHJIDWXTNRDWUGFTPLTOENZBLE,5b00c097-464e-5195-9fb4-ce51218ea733,1
UHJIDWXTNRDWUGFTPLTOENZBLE,add18ae7-c406-5cc4-a19f-3ce823242102,1
UHJIDWXTNRDWUGFTPLTOENZBLE,add18ae7-c406-5cc4-a19f-3ce823242102,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a2cd906c-4efe-50dc-9a45-5c9c39114ed5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a2cd906c-4efe-50dc-9a45-5c9c39114ed5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,3638d263-4b74-5cee-a994-a21ec4753b2d,1
UHJIDWXTNRDWUGFTPLTOENZBLE,add18ae7-c406-5cc4-a19f-3ce823242102,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a2cd906c-4efe-50dc-9a45-5c9c39114ed5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a2cd906c-4efe-50dc-9a45-5c9c39114ed5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,75596c12-ae52-5782-a859-97702d2d2b02,1
UHJIDWXTNRDWUGFTPLTOENZBLE,5b00c097-464e-5195-9fb4-ce51218ea733,1
UHJIDWXTNRDWUGFTPLTOENZBLE,0c4b74a6-a40a-5f82-8b84-fe4b315b0ea5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,3638d263-4b74-5cee-a994-a21ec4753b2d,1
UHJIDWXTNRDWUGFTPLTOENZBLE,add18ae7-c406-5cc4-a19f-3ce823242102,1
UHJIDWXTNRDWUGFTPLTOENZBLE,3638d263-4b74-5cee-a994-a21ec4753b2d,1
UHJIDWXTNRDWUGFTPLTOENZBLE,0c4b74a6-a40a-5f82-8b84-fe4b315b0ea5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,add18ae7-c406-5cc4-a19f-3ce823242102,1
UHJIDWXTNRDWUGFTPLTOENZBLE,5b00c097-464e-5195-9fb4-ce51218ea733,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a2cd906c-4efe-50dc-9a45-5c9c39114ed5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,3638d263-4b74-5cee-a994-a21ec4753b2d,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a2cd906c-4efe-50dc-9a45-5c9c39114ed5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,0c4b74a6-a40a-5f82-8b84-fe4b315b0ea5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,add18ae7-c406-5cc4-a19f-3ce823242102,1
UHJIDWXTNRDWUGFTPLTOENZBLE,3638d263-4b74-5cee-a994-a21ec4753b2d,1
UHJIDWXTNRDWUGFTPLTOENZBLE,e6939967-3453-5a77-a602-6aed70226018,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a2cd906c-4efe-50dc-9a45-5c9c39114ed5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,0c4b74a6-a40a-5f82-8b84-fe4b315b0ea5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,dcc90955-c09c-5e43-a48f-5f12f12691e9,1
UHJIDWXTNRDWUGFTPLTOENZBLE,65d3f3f9-8b7a-50ab-a851-0bb8ee3dc319,1
UHJIDWXTNRDWUGFTPLTOENZBLE,09329361-2aee-5b0b-8ec6-8b3a0202f55b,1
UHJIDWXTNRDWUGFTPLTOENZBLE,09329361-2aee-5b0b-8ec6-8b3a0202f55b,1
UHJIDWXTNRDWUGFTPLTOENZBLE,5f1cd293-b11e-5550-8255-28f0f04e101f,1
UHJIDWXTNRDWUGFTPLTOENZBLE,dcc90955-c09c-5e43-a48f-5f12f12691e9,1
UHJIDWXTNRDWUGFTPLTOENZBLE,22760f5d-7b55-5636-9b0e-49c2ba0a84d4,1
UHJIDWXTNRDWUGFTPLTOENZBLE,5f1cd293-b11e-5550-8255-28f0f04e101f,1
UHJIDWXTNRDWUGFTPLTOENZBLE,b9777b2f-19f9-5704-9d80-60da9f542e64,1
UHJIDWXTNRDWUGFTPLTOENZBLE,248956b0-f47d-5390-8e92-47b51fc81aa5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,69956e7c-67a7-50cc-b95a-758915df7656,1
UHJIDWXTNRDWUGFTPLTOENZBLE,525ea9b5-f795-54a4-b1c8-88790e0891eb,1
UHJIDWXTNRDWUGFTPLTOENZBLE,a28ebe5e-4ff1-57f6-8f99-f04f18866746,1
UHJIDWXTNRDWUGFTPLTOENZBLE,f305b3c4-61b7-5fd2-bd0b-42971bc51cce,1
UHJIDWXTNRDWUGFTPLTOENZBLE,b9777b2f-19f9-5704-9d80-60da9f542e64,1
UHJIDWXTNRDWUGFTPLTOENZBLE,f305b3c4-61b7-5fd2-bd0b-42971bc51cce,1
UHJIDWXTNRDWUGFTPLTOENZBLE,248956b0-f47d-5390-8e92-47b51fc81aa5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,1bfdd98c-978e-5e76-925e-3619ef136e4e,1
UHJIDWXTNRDWUGFTPLTOENZBLE,1bfdd98c-978e-5e76-925e-3619ef136e4e,1
UHJIDWXTNRDWUGFTPLTOENZBLE,e9df87dd-94e5-5a27-88d2-7101a538c401,1
UHJIDWXTNRDWUGFTPLTOENZBLE,f91f0c9b-3265-5509-83be-4331bfbb1b2f,1
UHJIDWXTNRDWUGFTPLTOENZBLE,b9777b2f-19f9-5704-9d80-60da9f542e64,1
UHJIDWXTNRDWUGFTPLTOENZBLE,7257d5a1-1625-5848-ada6-c54ce1436eda,1
UHJIDWXTNRDWUGFTPLTOENZBLE,3b900bb1-d90b-50c0-853d-d450767d5966,1
UHJIDWXTNRDWUGFTPLTOENZBLE,248956b0-f47d-5390-8e92-47b51fc81aa5,1
UHJIDWXTNRDWUGFTPLTOENZBLE,09329361-2aee-5b0b-8ec6-8b3a0202f55b,1
UHJIDWXTNRDWUGFTPLTOENZBLE,f305b3c4-61b7-5fd2-bd0b-42971bc51cce,1
UHJIDWXTNRDWUGFTPLTOENZBLE,2925c230-8568-52bd-938f-2b30173bbf07,1
UHJIDWXTNRDWUGFTPLTOENZBLE,43d5bf59-6515-51ea-ad25-da1fa95c43d9,1
UHJIDWXTNRDWUGFTPLTOENZBLE,5f1cd293-b11e-5550-8255-28f0f04e101f,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,54843dab-66fb-5c63-b670-07c4bcfe7144,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,70c02e0e-c905-5f98-bde6-d95dd8389e6d,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,eec6f59b-c025-5e4b-a797-a498b9579876,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,1e77eebd-3485-56f6-984e-d0efc70ff119,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,54843dab-66fb-5c63-b670-07c4bcfe7144,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,1e77eebd-3485-56f6-984e-d0efc70ff119,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,eec6f59b-c025-5e4b-a797-a498b9579876,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,54843dab-66fb-5c63-b670-07c4bcfe7144,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,754cc98c-6407-5816-b22f-d1c1228e51cd,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,54843dab-66fb-5c63-b670-07c4bcfe7144,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,ded0867c-04c4-5af2-99c3-3073ec8de4cf,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,ded0867c-04c4-5af2-99c3-3073ec8de4cf,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,1e77eebd-3485-56f6-984e-d0efc70ff119,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,70c02e0e-c905-5f98-bde6-d95dd8389e6d,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,ded0867c-04c4-5af2-99c3-3073ec8de4cf,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,ded0867c-04c4-5af2-99c3-3073ec8de4cf,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,ded0867c-04c4-5af2-99c3-3073ec8de4cf,1
FOXSKSBCMJMNWRCHFFTLTOSWYB,1e77eebd-3485-56f6-984e-d0efc70ff119,1
